,tconst,averageRating,numVotes
720859,tt15909778,5.5,110
720863,tt15909834,8.8,5
720865,tt15909848,5.2,431
720866,tt15909868,7.4,12
720867,tt15909950,5.4,125
720869,tt15909976,5.6,122
720872,tt15910034,5.7,131
720883,tt1591031,6.4,62
720938,tt15913744,8.4,9
720953,tt1591469,6.0,33
721065,tt15920736,7.4,12
721075,tt15920812,8.1,57
721205,tt1592581,7.7,53
721287,tt15929016,7.8,5
721288,tt15929026,5.6,11
721289,tt15929066,7.7,7
721469,tt15938750,8.6,258
721474,tt15939018,6.8,9
721477,tt15939090,5.9,238
721487,tt15939240,7.8,453
721490,tt15939446,3.3,234
721498,tt15939728,8.0,9
721500,tt15939910,5.7,54
721510,tt15940394,9.0,10
721565,tt15941166,7.6,17
721567,tt15941216,7.2,11
721575,tt15941636,6.4,375
721662,tt15943258,4.4,1542
721678,tt15943548,7.3,27
721695,tt15943886,7.2,10
721697,tt15943910,6.3,508
721710,tt15944320,5.7,273
721723,tt15944542,6.8,13
721822,tt1594903,7.8,14
721855,tt1594972,3.4,9594
721869,tt1595021,8.8,23
721946,tt15954686,5.6,58
721954,tt15955156,7.7,15
722015,tt15958598,7.3,69
722086,tt1596342,5.6,20987
722088,tt1596345,7.0,46706
722097,tt1596363,7.8,438531
722110,tt15964308,6.6,2699
722116,tt15964372,8.9,5146
722118,tt15964400,7.0,41
722119,tt15964414,6.0,290
722132,tt15964718,5.0,229
722144,tt15965408,8.3,9
722147,tt1596557,4.6,729
722181,tt1596745,2.9,255
722187,tt1596753,6.7,2602
722284,tt1597028,6.9,133
722292,tt1597070,5.4,87
722399,tt15975756,8.0,2007
722419,tt15976532,6.4,27
722420,tt15976536,8.2,99
722423,tt15976656,6.5,56
722450,tt15977128,5.8,97
722455,tt1597725,6.1,485
722476,tt15977950,5.0,340
722481,tt15978042,8.0,23
722508,tt15978410,7.2,6
722525,tt15978702,8.1,46
722527,tt15978740,8.5,76
722530,tt15978956,4.9,1388
722549,tt15979132,6.1,712
722557,tt15979392,7.6,243
722558,tt15979440,9.3,87
722567,tt15979654,6.1,15
722574,tt15979730,7.4,12
722602,tt15980462,6.6,52
722624,tt1598172,3.8,737
722672,tt1598642,6.0,31521
722986,tt1600196,7.0,154256
723040,tt1600429,3.8,1402
723144,tt1600921,6.6,209
723373,tt16019634,6.7,9
723410,tt16020820,4.4,139
723450,tt16021872,8.7,82
723461,tt16022080,6.6,17
723579,tt16023790,6.2,6
723580,tt16023794,5.5,18
723583,tt16023832,6.0,108
723589,tt16024152,6.3,173
723592,tt16024170,7.8,29
723593,tt16024234,8.7,673
723596,tt16024312,6.2,174
723597,tt16024362,6.8,23
723599,tt16024470,6.0,152
723607,tt16024722,3.5,30
723623,tt16024964,8.3,7
723630,tt16025130,9.1,24
723644,tt16025362,6.2,26
723655,tt16025668,6.6,176
723671,tt16026018,7.7,6
723676,tt1602613,5.7,114176
723683,tt16026664,6.8,450
723693,tt16027110,5.8,99
723694,tt16027122,7.7,2016
723699,tt16027608,4.6,188
723705,tt16027918,6.9,1141
723708,tt16027944,6.5,1732
723737,tt16030196,7.1,41
723741,tt16030238,5.7,7
723759,tt16030438,4.4,10
723762,tt16030482,6.0,6
723768,tt16030664,5.6,47
723773,tt16030722,5.6,7
723774,tt16030896,6.0,36
723966,tt1603900,6.2,672
723999,tt1604100,5.3,384
724047,tt16042844,9.8,14
724049,tt16043032,5.0,24
724053,tt16043152,7.5,26
724082,tt16043614,7.7,7
724096,tt16043908,7.7,11
724097,tt16043930,7.0,841
724113,tt16044668,7.7,236
724114,tt16044704,8.1,29
724126,tt1604560,3.2,3370
724177,tt16047468,6.2,110
724195,tt16048864,4.0,14
724247,tt16051820,4.4,88
724322,tt1605658,9.2,36
724331,tt1605717,6.9,80098
724361,tt1605791,6.8,286
724362,tt1605798,6.0,6256
724363,tt16057994,8.0,32
724391,tt16058566,2.6,1116
724393,tt16058676,7.6,12
724401,tt16058966,5.6,9
724427,tt16059146,5.9,200
724454,tt16060476,7.1,14
724574,tt1606378,5.2,209592
724662,tt16068914,7.0,7
724697,tt16073454,7.2,27
724788,tt16077426,6.7,86
724796,tt16077616,5.3,8
724797,tt16077630,8.2,9
724800,tt16077646,6.9,274
724803,tt16077702,6.5,7819
724805,tt16077750,8.1,1979
724806,tt16077772,8.8,33
724813,tt16077842,6.5,55
724817,tt16078152,6.4,2183
724818,tt16078170,6.7,40
724819,tt16078214,9.0,64
724876,tt1608237,4.3,29
724890,tt1608290,4.7,72006
724902,tt1608369,2.4,333
724922,tt1608516,7.1,2584
724933,tt16085592,4.7,5163
724937,tt16085692,8.8,50
725003,tt16088154,6.6,7
725004,tt16088164,6.6,9
725014,tt16088368,5.6,509
725028,tt16088562,6.7,93
725030,tt16088568,5.7,2008
725032,tt16088624,6.3,11
725033,tt16088674,5.4,349
725046,tt16089466,6.9,33
725079,tt16091194,6.6,38
725093,tt1609138,6.2,561
725119,tt16091736,6.9,17
725135,tt16092108,9.3,15
725205,tt1609479,6.2,15300
725206,tt1609481,5.1,154
725345,tt16102678,7.9,7
725367,tt16102870,3.9,21
725368,tt16102916,7.8,209
725389,tt16103248,7.7,76
725399,tt16103604,5.8,66
725403,tt16103640,9.3,6
725431,tt1610525,6.5,6555
725448,tt16105816,8.6,6
725449,tt16105998,7.9,21
725450,tt16106000,6.2,149
725451,tt16106010,8.1,68
725454,tt16107074,6.0,6
725565,tt16112836,6.7,8
725579,tt16112972,10.0,15
725584,tt16113056,6.4,81
725590,tt16113114,4.0,49
725621,tt16114198,6.8,6
725644,tt16114846,6.7,140
725651,tt16115108,7.0,23
725655,tt16115330,5.7,22
725687,tt16116180,5.5,6
725693,tt16116606,8.1,16
725701,tt16117078,6.2,134
725717,tt16117346,5.9,356
725738,tt16118226,6.1,123
725745,tt16118238,5.9,81
725747,tt16118262,4.1,454
725757,tt16118360,9.7,8
725759,tt16118378,6.7,67
725765,tt16118488,6.7,363
725766,tt16118492,8.7,114
725770,tt16118610,3.6,23
725772,tt16118660,4.9,273
725776,tt16118714,7.8,16
725777,tt16118722,8.0,3907
725783,tt16118850,7.7,27
725802,tt16119200,6.2,231
725803,tt16119204,7.5,8
725812,tt16119566,6.1,41
725829,tt16119998,5.1,7
725836,tt16120140,7.8,6
725858,tt16120744,7.6,5
725932,tt16123128,8.5,6
725934,tt1612317,7.9,639
725936,tt1612319,4.9,2693
725959,tt16124362,6.5,14
725968,tt16124618,4.6,43
725970,tt16124748,7.2,17
725971,tt16124786,8.6,74
725992,tt16125656,6.7,99
726031,tt1612760,6.1,20
726038,tt16127696,4.9,2274
726097,tt1613059,8.6,15
726265,tt16139054,5.3,793
726284,tt16139550,9.4,150
726294,tt16141116,5.9,51
726309,tt16141834,9.6,123
726325,tt16141960,6.4,15
726344,tt16142116,5.6,8
726479,tt16148412,5.2,99
726487,tt16148568,4.4,18
726488,tt16148580,3.2,315
726489,tt16148594,3.6,53
726493,tt16148616,7.1,843
726494,tt16148654,4.4,972
726529,tt16150052,7.0,82
726533,tt16150126,4.1,21
726562,tt16150884,5.8,97
726585,tt1615150,4.8,17
726590,tt1615156,6.0,714
726591,tt1615157,7.2,34
726593,tt1615160,7.0,116962
726597,tt16151832,7.6,37
726621,tt16152556,8.0,71
726622,tt16152600,5.3,74
726630,tt16152948,5.2,191
726675,tt16154100,5.7,21
726676,tt16154112,7.3,668
726706,tt16154576,6.1,135
726729,tt1615477,7.5,27
726745,tt16155208,7.7,8
726748,tt16155404,6.2,726
726779,tt16156296,8.2,13
726780,tt16156352,5.3,64
726781,tt16156436,4.8,238
726783,tt16156566,4.2,16
726869,tt16158856,3.4,56
726876,tt16159038,8.7,8
726901,tt16159670,3.6,21
726905,tt16159984,7.2,39
726917,tt16160302,4.3,65
726963,tt16161362,3.6,143
726964,tt16161364,3.4,13
726967,tt16161404,7.3,62
726977,tt16161492,5.5,302
726981,tt16161526,2.0,55
726995,tt16161684,4.9,20
726996,tt16161734,4.3,28
727012,tt16161958,9.7,10
727015,tt16162032,4.5,61
727019,tt16162072,5.5,180
727021,tt16162114,7.5,60
727023,tt16162172,3.2,17
727024,tt16162218,2.9,27
727037,tt16162574,6.8,10
727057,tt16163528,3.3,42
727124,tt16166052,7.8,1031
727126,tt16166234,3.5,12
727129,tt16166918,4.6,87
727130,tt16167164,8.1,14
727162,tt16169406,8.7,336
727183,tt16170220,6.9,7
727223,tt16171598,6.0,8
727318,tt16174868,4.1,530
727322,tt16174896,4.7,6
727325,tt16174922,4.1,7
727351,tt16175706,8.7,61
727377,tt16176568,9.1,30
727379,tt1617661,5.3,190145
727421,tt16182676,9.1,9
727433,tt16183408,8.6,16
727436,tt16183464,6.8,8951
727471,tt1618432,4.2,1960
727472,tt1618434,6.0,134034
727474,tt1618442,5.9,105535
727478,tt1618448,8.2,7997
727488,tt1618473,6.9,36
727569,tt1619026,8.0,116
727572,tt1619029,6.7,80805
727615,tt16194408,5.4,1026
727670,tt16196010,4.9,613
727850,tt1620680,4.2,45784
727919,tt1620935,6.8,28203
727927,tt1620981,5.8,41783
727946,tt1621039,5.8,24834
727948,tt1621046,6.4,3492
727955,tt16210710,4.6,99
727962,tt16210888,6.8,26
727966,tt16210912,5.5,42
727971,tt16210966,6.4,92
727987,tt16211184,7.5,66
727995,tt16211502,6.6,242
728001,tt16211650,8.5,2415
728023,tt16212052,4.6,19
728026,tt16212178,6.5,416
728052,tt1621427,6.7,188
728171,tt1621966,8.6,55
728192,tt16220298,8.2,15
728205,tt16220566,7.6,8
728207,tt16220616,9.7,582
728208,tt16220646,8.6,7
728261,tt16221908,8.6,60
728288,tt16223100,6.5,18
728350,tt16223874,2.6,674
728355,tt16224542,9.1,30
728392,tt16225236,9.1,17
728447,tt16226330,7.1,57
728457,tt16226656,6.8,10
728458,tt16226674,4.7,125
728460,tt16226902,6.0,77
728461,tt16226960,9.4,351
728464,tt16226984,6.8,16
728465,tt16226986,6.2,8
728466,tt16227002,7.2,299
728467,tt16227006,7.8,89
728469,tt16227014,7.6,7676
728476,tt16227128,4.4,71
728485,tt16227346,8.1,18
728494,tt16227608,7.1,19
728503,tt16227700,5.2,48
728504,tt16227726,8.5,46
728506,tt16227768,8.6,8
728523,tt16228146,1.7,4492
728549,tt1622991,2.7,1182
728554,tt1622997,8.0,10
728591,tt16231512,6.1,67
728594,tt16231584,8.2,16
728607,tt1623205,6.3,209760
728622,tt16232730,5.4,5
728636,tt16233104,4.8,130
728669,tt16233952,6.2,7004
728678,tt16234322,9.0,92
728681,tt16234500,6.1,78
728687,tt16234644,6.6,42
728703,tt16234750,5.1,44
728715,tt16235010,6.0,6
728717,tt16235040,9.8,14
728718,tt16235046,9.1,86
728720,tt16235120,6.2,12
728721,tt16235128,5.6,1076
728727,tt16235682,6.2,186
728729,tt16235812,9.2,6
728733,tt16236048,4.7,67
728812,tt16239030,7.7,97
728816,tt16239334,9.5,73
728825,tt16239838,7.9,9
728826,tt16239932,6.2,8
728827,tt16239960,9.3,15
728834,tt16240286,5.0,122
728843,tt16241784,9.0,7
728864,tt16243192,9.2,5
728873,tt16243818,7.2,5
728896,tt16244198,6.6,8
728900,tt16244252,5.9,7
728903,tt16244274,8.0,7
728906,tt16244318,5.5,22
728908,tt16244344,6.5,16
728913,tt16244474,6.5,16
728915,tt16244496,6.5,135
728918,tt16244518,6.6,8
728922,tt16244576,5.5,38
728924,tt16244624,5.4,5
728925,tt16244828,6.2,29
728926,tt16244842,5.0,5
728927,tt16244864,7.2,13
728929,tt16244876,8.0,9
728944,tt16245578,5.9,74
728962,tt16245936,4.0,30
728964,tt16245968,4.4,206
728978,tt16246178,6.2,90
728981,tt16246218,6.8,2593
729004,tt16246472,7.6,104
729009,tt16246712,4.1,16
729031,tt16246920,4.6,33
729069,tt16248144,6.3,199
729086,tt16249370,2.1,215
729087,tt16249446,3.7,30
729105,tt16250312,7.5,15
729110,tt16250440,7.6,5
729112,tt16250658,6.7,265
729123,tt16250888,4.7,45
729135,tt16251138,4.9,68
729196,tt16252478,8.4,8
729199,tt16252560,5.6,641
729214,tt16252698,6.4,32
729230,tt16253220,7.8,22
729256,tt16253492,8.2,10
729287,tt16254308,6.2,606
729321,tt16255832,8.4,14
729338,tt16256972,6.9,63
729354,tt16257342,5.2,12
729365,tt16258060,3.0,7
729368,tt16258162,6.6,1110
729421,tt16259334,5.7,15
729429,tt16259420,9.0,7
729439,tt16259608,6.9,10
729446,tt16259816,7.7,166
729503,tt1626146,6.9,49052
729514,tt1626197,6.6,30
729527,tt1626251,2.7,102
729550,tt16262836,9.0,6
729586,tt16263830,5.8,6
729608,tt16265566,4.1,44
729683,tt16266336,8.1,1579
729834,tt16270906,4.7,40
729844,tt16271536,7.4,7
729846,tt16271746,7.1,366
729853,tt16272516,9.0,16
729885,tt16273802,7.0,7
729890,tt16273842,8.4,9
729958,tt16274698,6.6,29
729959,tt16274720,9.2,213
729989,tt16277064,5.2,13
729992,tt16277078,7.3,6
730012,tt16277204,4.2,17
730021,tt16277316,5.2,6
730023,tt16277374,7.2,21
730028,tt16277420,6.4,18
730035,tt16277492,7.6,10
730081,tt16278206,6.2,23
730124,tt16279386,7.6,35
730125,tt16279390,6.3,125
730141,tt16279702,8.6,14
730153,tt16280138,5.9,1430
730162,tt1628022,7.6,9
730176,tt16280404,5.2,18
730209,tt16280730,8.8,6
730250,tt16281274,7.8,215
730281,tt16281722,8.5,6
730332,tt16282260,6.5,6
730338,tt16282300,5.5,7
730385,tt16282866,4.8,1613
730393,tt16282914,7.2,115
730406,tt16282992,6.6,5
730407,tt16282998,6.0,5
730427,tt16283464,7.8,9
730443,tt16284122,7.1,13
730538,tt16287236,7.4,6
730545,tt16287386,5.1,14
730556,tt16287604,5.5,125
730580,tt16288204,5.4,32
730584,tt16288298,5.7,11
730592,tt1628841,5.2,181915
730610,tt16288742,9.3,28
730615,tt16288788,8.8,13
730619,tt16288856,6.6,603
730620,tt16288878,3.0,12
730621,tt16288880,6.2,63
730623,tt16288898,9.1,18
730627,tt16288970,6.4,107
730689,tt16290722,7.5,24
730704,tt16291040,8.7,17
730755,tt1629242,5.6,8354
730763,tt16292538,4.2,216
730781,tt16292898,5.1,1030
730826,tt16293944,8.1,7
730851,tt16294598,3.7,159
730854,tt16294672,6.7,7
730856,tt16294678,4.1,74
730869,tt16294848,8.2,7
730870,tt16294850,7.9,269
730873,tt16294920,8.3,39
730898,tt16296224,7.6,19
730933,tt16296784,5.4,15
730941,tt16296920,6.2,18
730965,tt16297126,7.1,131
730975,tt16297244,5.7,117
730989,tt1629747,4.0,817
730998,tt1629763,6.9,30
731007,tt16297894,5.5,14
731010,tt16298554,4.4,6
731018,tt16298772,7.6,17
731019,tt16298782,8.3,7
731020,tt16298806,5.1,234
731022,tt16299076,6.6,36
731038,tt1630029,7.8,292502
731066,tt16301380,6.8,20
731078,tt16302202,5.3,1849
731129,tt16303194,6.7,148
731139,tt16303324,4.3,96
731154,tt16303830,6.5,374
731175,tt16304446,7.3,142
731188,tt16304550,7.3,36
731204,tt16305104,6.8,12
731253,tt16305734,4.0,13
731271,tt16306090,8.5,15
731282,tt16306290,6.1,16
731292,tt16306342,7.4,16
731296,tt16306374,6.1,34
731299,tt16306388,7.1,102
731315,tt16306450,5.9,7
731322,tt16306510,6.2,158
731325,tt1630657,3.9,129
731330,tt16306634,5.8,12
731416,tt16310682,5.7,34
731420,tt16310876,5.9,9
731422,tt16310962,5.4,181
731425,tt16311056,5.4,77
731427,tt16311122,6.2,9
731439,tt16311220,5.6,278
731446,tt16311384,6.7,183
731447,tt16311394,7.0,64
731467,tt16311830,5.2,47
731482,tt16312196,5.4,871
731565,tt16315948,7.0,1066
731570,tt16316040,4.9,232
731625,tt16317230,5.9,694
731636,tt16317380,7.3,108
731640,tt16317452,8.2,16
731694,tt1631867,7.9,687335
731695,tt1631868,8.2,26
731984,tt1633217,6.5,804
731986,tt1633224,6.1,503
732096,tt1634003,6.4,9876
732111,tt1634055,5.4,496
732130,tt1634106,5.7,79743
732131,tt1634107,7.0,11
732138,tt16341216,4.0,10
732148,tt1634139,7.5,53
732170,tt16341768,5.5,94
732207,tt1634275,3.5,234
732281,tt16345046,5.6,285
732304,tt16345430,7.2,38
732308,tt16345484,7.6,1126
732337,tt16345790,4.6,284
732350,tt16347374,5.4,1104
732357,tt16347518,7.6,7
732358,tt16347520,3.4,36
732386,tt16348520,9.1,9
732415,tt16350250,7.4,91
732426,tt16350506,8.8,39
732428,tt16350546,8.4,16
732438,tt16351216,3.9,270
732447,tt16351548,5.9,57
732477,tt16354396,7.0,544
732504,tt16354924,4.1,8
732573,tt16356522,5.8,23
732624,tt16358282,2.6,826
732626,tt16358288,7.5,106
732661,tt16358560,7.0,83
732706,tt16359262,5.0,13
732739,tt16359836,5.5,8
732753,tt16359962,9.4,15
732760,tt16360006,6.3,6208
732770,tt16360304,5.6,23
732779,tt16360824,8.7,9
732951,tt16366574,7.0,5
733002,tt16367960,8.6,29
733053,tt16369190,6.2,66
733054,tt16369220,6.3,69
733055,tt16369236,8.5,14
733059,tt16369346,4.7,478
733063,tt16369444,6.4,18
733088,tt16369736,7.6,12
733091,tt16369814,7.8,5
733092,tt16369822,7.2,206
733103,tt16370004,9.5,21
733152,tt16371530,6.7,27
733192,tt16374130,5.4,265
733199,tt16374466,7.7,16
733213,tt16375030,4.0,97
733214,tt16375098,10.0,22
733237,tt16375578,7.2,43
733282,tt16375952,4.4,649
733285,tt16375964,7.2,92
733309,tt16376478,6.7,278
733310,tt16376494,7.1,1034
733311,tt16376512,7.1,299
733337,tt1637689,6.5,76
733367,tt16377262,7.0,78
733373,tt16377356,7.5,1194
733376,tt16377380,7.5,208
733378,tt16377428,6.1,17
733379,tt16377430,7.0,240
733380,tt16377496,6.0,159
733398,tt16377714,6.7,393
733399,tt16377722,7.9,29
733405,tt16377802,6.0,45
733406,tt16377816,7.5,1161
733408,tt16377862,7.1,1229
733410,tt16377872,5.1,14
733411,tt16377888,6.4,149
733412,tt16377920,7.2,499
733414,tt16377980,6.8,107
733417,tt16378018,6.9,133
733418,tt16378028,7.2,68
733419,tt16378034,8.4,356
733420,tt16378064,3.1,1567
733421,tt16378072,8.7,6
733425,tt16378164,7.5,931
733432,tt16378298,6.8,679
733433,tt16378354,6.3,84
733434,tt16378396,5.8,79
733435,tt16378482,6.0,538
733455,tt16379208,8.2,8
733457,tt16379224,6.4,1024
733487,tt1638002,7.1,144431
733515,tt16380676,6.3,25
733517,tt16381136,8.1,9
733518,tt16381144,6.7,27
733531,tt16382398,4.7,11
733547,tt1638308,6.0,169
733548,tt1638310,7.8,7
733573,tt16383300,8.5,23
733574,tt16383304,9.2,5
733586,tt1638355,7.2,314894
733590,tt1638364,7.3,7615
733620,tt16384190,8.9,59
733632,tt16384444,8.0,5
733639,tt16384538,4.7,14
733647,tt16384680,1.7,9
733671,tt16384960,3.2,77
733731,tt16386446,7.5,8
733735,tt16386536,7.2,13
733741,tt16386714,8.8,5
733758,tt16387254,4.9,43
733866,tt16389910,8.4,27
733888,tt16390610,4.0,48
733902,tt1639081,6.2,40
733906,tt1639084,6.7,20655
733909,tt16390870,7.3,38
733940,tt16391564,7.5,29
733949,tt16391796,7.0,17
733968,tt16392762,8.3,11
733974,tt16392838,5.2,22
733975,tt16392846,5.4,153
733981,tt16392992,5.2,17
734005,tt16393208,6.0,23
734024,tt16393520,6.3,297
734039,tt1639397,6.1,506
734090,tt16396922,3.2,145
734091,tt16397044,8.7,7
734108,tt1639826,6.0,6225
734135,tt16399570,7.9,62
734150,tt16400820,8.1,9
734183,tt16401524,6.1,27
734223,tt16402488,4.5,37
734224,tt16402534,8.6,12
734241,tt16402682,4.7,16
734243,tt16402818,7.7,76
734248,tt16403170,7.7,14
734250,tt16403424,4.5,6
734266,tt16403870,8.2,17
734274,tt16404094,7.0,7
734275,tt16404130,3.8,7
734285,tt16404416,7.4,563
734287,tt16404438,3.1,177
734311,tt1640483,5.1,648
734319,tt16405044,7.7,89
734326,tt16405470,7.4,5
734337,tt1640605,2.8,147
734366,tt16407022,4.3,59
734374,tt1640718,7.0,4820
734413,tt16407978,9.1,31
734461,tt16408428,6.3,308
734495,tt16408840,8.6,6
734515,tt16409152,5.3,33
734519,tt16409230,7.2,23
734530,tt16409606,7.9,22
734532,tt16409618,5.9,7
734537,tt16409722,9.8,8
734543,tt16409922,8.0,5
734557,tt16410142,3.0,6
734564,tt16410376,4.9,232
734566,tt16410438,7.1,116
734572,tt16410596,8.4,36
734573,tt16410620,7.3,358
734576,tt16410776,6.2,27
734577,tt16410838,2.8,6
734582,tt16410914,5.0,7
734586,tt16410938,5.8,12
734590,tt16410958,6.9,102
734594,tt16410984,6.0,311
734615,tt16411110,6.6,35
734616,tt16411200,7.7,6
734622,tt16411370,8.2,6
734626,tt16411500,6.8,20
734643,tt16411764,8.1,7
734656,tt16412060,5.4,18
734666,tt16412396,4.5,29
734669,tt16412442,5.5,100
734709,tt1641401,6.0,1155
734753,tt1641623,5.4,6
734762,tt16416360,6.3,433
734765,tt1641640,3.3,149
734802,tt16417990,4.6,13
734813,tt16418270,9.4,8
734821,tt1641841,5.6,8227
734824,tt16418578,4.3,76
734825,tt16418768,5.8,45
734837,tt16418964,7.0,167
734846,tt16419284,8.3,7
734888,tt16420002,4.8,160
734893,tt16420168,6.7,20
734908,tt16420402,6.5,376
734914,tt16420502,4.8,94
734960,tt16421224,6.1,14
734992,tt1642248,5.9,93
735048,tt16424722,3.4,5
735071,tt16425218,5.3,7
735076,tt16425352,5.1,15
735094,tt16426056,6.4,12
735096,tt16426066,4.8,952
735101,tt16426096,7.4,44
735106,tt16426178,9.8,14
735130,tt16426558,8.4,6
735143,tt16426870,4.4,34
735149,tt16427398,6.6,49
735157,tt16427674,4.1,9
735158,tt16427718,5.6,3545
735190,tt16428256,7.9,839
735200,tt16428836,7.4,72
735229,tt16429984,4.2,21
735230,tt16429986,4.7,295
735255,tt16430374,6.9,63
735258,tt16430390,9.6,11
735262,tt16430516,5.6,6
735270,tt16430916,8.0,31
735293,tt16431966,7.0,154
735309,tt16432256,4.7,9
735318,tt1643239,7.4,67
735371,tt16433236,7.4,1603
735384,tt16433456,9.1,12
735394,tt16433696,8.6,10
735396,tt16433744,6.5,950
735436,tt16435174,8.0,18
735437,tt16435398,8.3,6
735458,tt16436030,9.7,85
735459,tt16436056,5.0,189
735460,tt16436064,6.4,67
735469,tt16436466,7.7,78
735474,tt16436646,7.8,31
735476,tt16436694,3.8,102
735479,tt16436894,6.6,30
735506,tt16437154,8.0,19
735531,tt16437248,7.4,9
735543,tt16437470,5.5,10
735561,tt16438032,3.2,51
735727,tt16442252,7.5,19
735730,tt16442274,8.9,12
735781,tt16443062,3.2,27
735807,tt16444452,7.0,102
735815,tt16444610,2.8,325
735820,tt16444750,6.8,627
735863,tt16445248,7.5,419
735868,tt16445498,4.9,33
735877,tt16445764,5.8,195
735890,tt16446556,5.1,3012
735891,tt16446558,8.1,17
735895,tt1644669,4.3,985
735902,tt16447086,4.2,14
735945,tt16448408,7.7,72
735981,tt16449300,7.7,15
735984,tt16449354,6.3,43
735986,tt16449394,5.9,16
735988,tt16449518,8.1,11
735993,tt16449656,6.6,19
735997,tt16449762,7.6,9
736014,tt1645033,5.0,14
736023,tt1645054,5.2,528
736046,tt16450934,6.0,10
736062,tt16451308,7.3,12
736063,tt1645131,5.8,12144
736087,tt1645184,4.8,107
736119,tt16452528,4.6,65
736121,tt16452546,8.8,11
736135,tt16452664,5.4,833
736139,tt16452694,7.0,92
736158,tt16453244,6.0,2558
736293,tt1645916,5.8,1639
736393,tt1646212,5.0,1089
736403,tt16462296,8.3,6
736463,tt16463932,4.2,261
736465,tt16463950,7.7,12
736466,tt16464084,6.5,445
736549,tt1646971,7.8,341323
736550,tt1646972,5.6,150
736621,tt1647360,3.9,13
736638,tt1647413,6.2,136
736698,tt16475054,7.5,15
736699,tt16475076,4.0,84
736735,tt1647668,7.0,46610
736736,tt16476738,7.9,9
736770,tt16477214,5.3,7
736774,tt16477412,5.9,35
736779,tt16477756,7.9,10
736792,tt16478146,6.0,345
736807,tt16478910,9.8,18
736808,tt16478968,3.9,335
736813,tt16479388,4.0,23
736836,tt1647985,8.0,7
736840,tt16480014,6.9,20
736846,tt16480216,7.8,12
736862,tt16480598,7.2,7
736869,tt16480822,8.8,7
736888,tt16481200,6.9,7
736924,tt16481662,6.2,19
736937,tt1648186,7.0,9921
736941,tt1648190,5.6,140615
736944,tt1648199,4.4,433
736950,tt1648208,4.1,2095
737012,tt16485280,7.5,122
737102,tt16491324,6.5,6874
737105,tt16491386,5.6,421
737121,tt16492268,4.3,16
737134,tt16492636,8.7,2437
737137,tt16492678,8.9,16018
737144,tt16492736,6.5,39
737148,tt16492834,7.4,8
737176,tt16493454,6.3,36
737177,tt16493460,7.2,5
737223,tt1649418,6.5,206717
737242,tt1649443,5.3,18734
737330,tt1649749,5.2,49
737412,tt1650041,4.0,375
737422,tt1650060,5.9,1126
737466,tt1650393,5.6,3804
737519,tt1650554,6.5,276601
737599,tt1651123,5.1,75
737641,tt16513514,3.9,258
737711,tt1651951,6.8,219
737842,tt1652413,5.2,18
737883,tt16526498,7.0,5
737890,tt16527016,4.1,27
737902,tt16527290,3.6,968
737908,tt16527986,9.0,92
737912,tt16528036,5.0,23
737913,tt16528080,8.3,34
737915,tt16528186,9.0,5
737947,tt16528896,8.0,7
737955,tt16529002,8.3,503
737964,tt16529222,6.4,1825
737966,tt16529274,5.6,24
738026,tt16531614,7.2,52
738047,tt16532108,9.0,27
738048,tt16532174,5.4,548
738051,tt16532314,4.6,940
738069,tt16532836,5.8,20
738080,tt16533296,7.4,917
738140,tt1653665,7.1,28209
738193,tt16538300,7.0,11
738195,tt16538410,5.8,6
738197,tt16538464,7.1,10
738207,tt16538660,7.8,73
738209,tt16538680,5.8,9
738210,tt16538704,4.4,16
738212,tt16538720,2.9,26
738215,tt16538772,2.7,11
738216,tt16538780,2.5,18
738220,tt16538910,7.4,18
738228,tt16539010,6.7,8
738253,tt16539516,7.3,74
738257,tt16539566,9.5,14
738259,tt16539580,5.5,13
738303,tt16540196,6.5,190
738313,tt16540514,5.1,443
738399,tt1654523,6.8,19850
738472,tt16548368,7.1,82
738488,tt16549134,8.1,20
738521,tt16549866,7.8,69
738538,tt16550628,5.8,826
738539,tt16550638,3.9,446
738540,tt16550680,4.4,52
738588,tt1655389,5.5,59755
738608,tt1655441,7.2,185976
738610,tt1655444,4.7,1071
738614,tt1655461,5.7,4365
738657,tt1656177,6.2,5344
738666,tt1656195,8.0,38
738762,tt16565742,7.2,4169
738775,tt16566428,7.6,69
738934,tt1657510,6.4,9038
738936,tt1657513,7.4,1823
738937,tt1657517,6.5,4600
739004,tt16578440,6.3,389
739011,tt1657865,5.5,731
739016,tt16578828,5.7,164
739017,tt16578852,9.0,16
739019,tt16578860,5.5,118
739023,tt16578886,6.9,75
739026,tt16578952,5.9,26
739162,tt1658801,6.6,12819
739177,tt16588680,7.8,5
739190,tt16589340,8.7,150
739197,tt16589566,6.1,13
739198,tt16589584,5.4,12
739207,tt16589842,7.6,12
739224,tt16590104,3.7,29
739267,tt16591574,9.4,66
739292,tt1659198,6.3,33
739318,tt1659216,3.4,4579
739319,tt1659217,8.8,13
739349,tt1659338,5.6,20373
739402,tt1659611,5.2,1086
739404,tt1659619,6.6,5818
739541,tt16605106,3.4,184
739564,tt16606348,7.6,1303
739568,tt16606530,8.2,11
739570,tt16606580,2.6,2040
739601,tt16607018,6.0,11
739620,tt16607430,6.2,22
739622,tt16607614,4.3,242
739626,tt16607812,4.7,39
739651,tt16609250,5.9,105
739685,tt1661066,4.0,299
739707,tt16611138,2.4,447
