,tconst,averageRating,numVotes
1120627,tt6136270,6.4,30
1120651,tt6136430,6.3,183
1120662,tt6136484,7.0,5
1120675,tt6136616,2.1,465
1120677,tt6136650,5.1,54
1120694,tt6136778,5.9,2688
1120703,tt6136926,3.5,119
1120705,tt6137010,8.3,22
1120712,tt6137056,2.7,128
1120720,tt6137138,4.3,109
1120721,tt6137160,5.4,6
1120722,tt6137166,8.2,22
1120723,tt6137186,3.8,164
1120726,tt6137238,6.1,20
1120727,tt6137270,6.0,5
1120743,tt6137416,6.9,15
1120756,tt6137494,4.8,569
1120765,tt6137542,8.8,11
1120767,tt6137566,6.2,36
1120772,tt6137626,5.5,17
1120778,tt6137734,6.4,3195
1120795,tt6137968,6.8,48
1120796,tt6137978,8.1,33
1120818,tt6138226,8.4,9
1120819,tt6138228,5.5,5924
1120822,tt6138322,7.2,526
1120826,tt6138400,5.2,731
1120836,tt6138680,5.3,289
1120837,tt6138688,5.1,1504
1120838,tt6138706,6.2,501
1120840,tt6138770,6.3,17
1120845,tt6138862,7.1,37
1120850,tt6139026,6.6,653
1120908,tt6139414,6.3,9
1120912,tt6139494,3.1,174
1120916,tt6139586,7.0,20
1120918,tt6139606,7.9,38
1120920,tt6139626,3.5,417
1120922,tt6139644,7.1,8
1120928,tt6139732,6.9,270701
1120932,tt6139764,8.5,31
1120936,tt6139774,7.5,33
1120937,tt6139792,8.2,5
1120945,tt6139906,6.6,11
1120955,tt6139966,7.6,8
1120957,tt6139984,8.0,190
1120963,tt6140128,6.6,137
1120964,tt6140144,7.4,56
1120965,tt6140148,4.7,556
1120973,tt6140354,5.8,52
1120984,tt6140562,5.9,17
1120986,tt6140580,5.8,1191
1121003,tt6140792,8.0,24
1121019,tt6141132,8.4,8
1121022,tt6141166,4.6,20
1121026,tt6141246,6.6,34608
1121032,tt6141334,5.3,1403
1121033,tt6141350,8.1,45
1121039,tt6141374,7.2,478
1121045,tt6141468,6.5,203
1121046,tt6141472,7.1,16
1121059,tt6141626,7.9,11
1121065,tt6141656,6.2,1501
1121071,tt6141686,4.2,16
1121082,tt6141880,7.5,73
1121083,tt6141886,4.6,274
1121096,tt6142146,4.9,45
1121107,tt6142272,7.4,43
1121118,tt6142496,5.9,4311
1121120,tt6142574,7.0,15
1121143,tt6142716,6.5,42
1121154,tt6143030,7.0,15
1121156,tt6143060,9.4,5
1121159,tt6143092,6.6,624
1121162,tt6143166,6.9,16
1121164,tt6143238,5.7,28
1121168,tt6143422,7.9,1136
1121172,tt6143474,8.2,14
1121174,tt6143568,4.5,11488
1121177,tt6143626,6.8,30
1121189,tt6143782,4.1,2030
1121191,tt6143798,4.1,1799
1121195,tt6143850,4.5,7972
1121196,tt6143896,7.0,7
1121199,tt6143928,6.8,40
1121202,tt6143964,9.2,12
1121203,tt6143970,8.9,36
1121205,tt6143982,9.1,97
1121208,tt6143998,6.8,140
1121218,tt6144080,7.0,9
1121219,tt6144092,7.1,308
1121220,tt6144114,6.4,136
1121226,tt6144162,7.4,42
1121237,tt6144256,7.1,22
1121244,tt6144410,4.6,49
1121253,tt6144460,4.6,146
1121256,tt6144516,6.9,64
1121258,tt6144524,6.6,35
1121259,tt6144532,5.8,73
1121260,tt6144536,6.4,1104
1121263,tt6144562,6.3,8
1121275,tt6144666,5.8,140
1121277,tt6144682,2.5,145
1121281,tt6144762,5.8,1482
1121286,tt6144876,4.2,387
1121289,tt6144930,7.8,53
1121295,tt6144958,7.2,849
1121310,tt6145054,6.8,435
1121311,tt6145072,7.4,24
1121312,tt6145074,7.5,8
1121319,tt6145190,3.7,13
1121320,tt6145204,2.6,21
1121331,tt6145438,7.3,28
1121332,tt6145512,8.6,9
1121339,tt6145612,6.1,236
1121344,tt6145762,7.1,46
1121345,tt6145764,5.5,593
1121355,tt6145866,8.1,18
1121361,tt6145884,6.4,55
1121375,tt6146080,5.1,202
1121381,tt6146394,7.5,69
1121395,tt6146586,7.4,352324
1121396,tt6146590,5.0,1079
1121397,tt6146634,8.8,89
1121405,tt6146812,4.6,135
1121410,tt6146894,6.3,37
1121432,tt6147240,6.0,64
1121433,tt6147260,6.0,1539
1121450,tt6147512,6.5,679
1121451,tt6147514,5.6,590
1121456,tt6147548,7.4,8
1121458,tt6147558,5.2,26
1121462,tt6147602,6.6,75
1121478,tt6147736,5.0,86
1121481,tt6147768,6.5,258
1121485,tt6147874,7.6,26
1121487,tt6147954,5.8,402
1121499,tt6148090,6.6,891
1121501,tt6148112,6.8,9
1121502,tt6148116,7.5,12
1121506,tt6148156,8.2,46481
1121535,tt6148472,7.4,11
1121549,tt6148766,6.4,280
1121552,tt6148782,6.5,372
1121555,tt6148804,5.8,22
1121556,tt6148864,4.2,102
1121557,tt6148882,5.3,321
1121560,tt6148924,5.2,14
1121566,tt6149120,4.4,416
1121567,tt6149134,7.7,10
1121569,tt6149154,5.9,12811
1121572,tt6149200,9.8,8
1121580,tt6149282,4.6,78
1121584,tt6149390,6.6,40
1121587,tt6149464,4.8,260
1121594,tt6149648,8.8,13
1121596,tt6149662,5.8,17
1121610,tt6149768,6.8,7
1121611,tt6149802,5.7,700
1121612,tt6149804,6.8,52
1121614,tt6149818,7.2,340
1121615,tt6149820,5.6,104
1121618,tt6149902,7.3,15
1121625,tt6149934,6.7,22
1121626,tt6149936,4.0,1689
1121627,tt6149944,4.5,118
1121630,tt6150000,4.0,38
1121633,tt6150014,7.5,9
1121634,tt6150050,6.1,55
1121646,tt6150184,6.7,55
1121648,tt6150202,6.3,100
1121649,tt6150238,6.2,435
1121651,tt6150284,7.9,10
1121655,tt6150324,7.1,44
1121675,tt6150788,5.3,60
1121678,tt6150826,6.3,46
1121683,tt6150898,5.2,26
1121684,tt6150900,7.0,8
1121687,tt6150942,6.3,1182
1121688,tt6150944,6.9,270
1121689,tt6150950,8.4,6
1121691,tt6150962,5.7,247
1121693,tt6150988,5.0,200
1121698,tt6151042,8.3,604
1121699,tt6151048,3.7,198
1121703,tt6151110,5.9,30
1121715,tt6151222,7.6,812
1121716,tt6151224,5.2,386
1121717,tt6151226,7.8,45
1121722,tt6151318,7.8,19
1121723,tt6151324,7.5,8
1121728,tt6151414,5.2,17
1121735,tt6151592,6.1,29
1121740,tt6151650,6.2,15
1121742,tt6151714,6.5,1548
1121744,tt6151774,4.2,272
1121747,tt6151812,8.1,13
1121764,tt6151932,6.7,11
1121767,tt6151988,5.4,53
1121774,tt6152206,7.2,149
1121790,tt6152474,5.3,54
1121794,tt6152546,6.6,247
1121795,tt6152554,7.3,1624
1121797,tt6152590,7.0,229
1121798,tt6152592,7.0,7
1121805,tt6152738,7.8,9
1121810,tt6152842,3.7,10
1121813,tt6152908,3.8,365
1121814,tt6152924,5.5,12
1121820,tt6153126,7.0,232
1121829,tt6153322,8.6,95
1121830,tt6153336,7.8,153
1121834,tt6153376,3.2,142
1121838,tt6153440,7.8,15
1121848,tt6153538,6.2,1387
1121860,tt6153924,6.1,105
1121863,tt6153962,7.3,254
1121877,tt6154266,7.7,11
1121891,tt6154632,7.2,5
1121893,tt6154708,6.5,98
1121894,tt6154710,6.2,27
1121916,tt6154834,6.4,90
1121933,tt6155084,5.5,600
1121939,tt6155172,7.7,161288
1121942,tt6155190,8.1,3689
1121943,tt6155194,5.2,2683
1121950,tt6155374,5.5,2810
1121952,tt6155396,6.5,8
1121958,tt6155456,6.0,2457
1121969,tt6155600,3.3,197
1121977,tt6155650,8.6,9
1121990,tt6155922,4.6,1060
1121994,tt6155958,7.2,85
1121995,tt6155960,5.7,211
1122001,tt6156136,1.8,206
1122002,tt6156138,7.4,2874
1122008,tt6156260,4.4,12
1122011,tt6156272,7.5,34
1122017,tt6156338,8.6,31
1122019,tt6156350,8.2,6875
1122025,tt6156498,5.5,49
1122028,tt6156590,8.8,11
1122035,tt6156656,2.2,560
1122048,tt6157274,4.3,35
1122050,tt6157292,8.2,276
1122051,tt6157294,6.5,770
1122061,tt6157502,6.6,127
1122065,tt6157600,4.5,380
1122066,tt6157604,5.2,74
1122068,tt6157626,6.2,2822
1122069,tt6157652,4.6,13
1122073,tt6157724,5.9,27
1122074,tt6157734,7.2,131
1122079,tt6157776,7.3,49
1122080,tt6157780,5.7,136
1122086,tt6157970,4.1,672
1122088,tt6157994,7.3,99
1122090,tt6158072,2.8,9
1122092,tt6158134,5.5,31
1122097,tt6158276,7.4,70
1122108,tt6158494,6.4,342
1122115,tt6158604,5.9,224
1122117,tt6158630,6.8,31
1122121,tt6158692,5.1,1152
1122131,tt6158872,6.4,493
1122134,tt6158988,7.2,1075
1122136,tt6159026,5.3,265
1122138,tt6159054,7.8,51
1122142,tt6159152,5.4,39
1122143,tt6159156,5.6,191
1122146,tt6159256,6.8,19
1122148,tt6159262,7.3,7
1122149,tt6159268,4.1,1152
1122155,tt6159502,7.6,20
1122157,tt6159518,6.8,714
1122158,tt6159520,6.2,1500
1122159,tt6159530,7.4,38
1122171,tt6159624,9.4,10
1122179,tt6159734,7.0,93
1122180,tt6159738,7.6,7
1122181,tt6160032,4.6,26
1122184,tt6160448,5.7,32144
1122185,tt6160504,4.6,417
1122200,tt6160932,6.4,223
1122202,tt6160966,7.3,26
1122209,tt6161122,8.5,6
1122220,tt6161300,6.4,237
1122230,tt6161512,7.9,342
1122256,tt6162508,5.1,22
1122272,tt6162716,6.2,92
1122273,tt6162762,5.6,185
1122275,tt6162806,7.4,8
1122276,tt6162808,8.1,1798
1122282,tt6162892,5.6,581
1122289,tt6162978,6.6,20
1122306,tt6163094,5.2,101
1122313,tt6163142,5.8,498
1122315,tt6163150,5.2,148
1122331,tt6163356,5.8,3996
1122346,tt6163990,8.1,15
1122348,tt6164014,4.5,1084
1122354,tt6164210,6.8,35
1122356,tt6164238,7.3,69
1122358,tt6164254,7.6,94
1122369,tt6164378,5.9,84
1122375,tt6164432,4.3,394
1122378,tt6164440,6.0,16
1122381,tt6164502,7.2,5412
1122385,tt6164698,5.6,395
1122389,tt6164762,6.4,1872
1122390,tt6164854,3.5,369
1122416,tt6165342,4.5,277
1122423,tt6165466,7.1,367
1122424,tt6165468,6.3,10
1122431,tt6165596,7.3,14
1122448,tt6165792,6.4,1883
1122466,tt6165892,4.8,187
1122468,tt6165936,5.3,425
1122473,tt6166002,7.1,159
1122490,tt6166196,7.0,77
1122491,tt6166228,8.0,8
1122498,tt6166320,5.8,94
1122499,tt6166322,7.9,244
1122506,tt6166446,5.2,26
1122507,tt6166464,8.1,25
1122528,tt6166732,6.5,398
1122537,tt6166784,7.4,16
1122540,tt6166804,7.4,48
1122543,tt6166946,7.3,7
1122550,tt6166990,7.1,213
1122552,tt6167014,7.4,1942
1122555,tt6167132,4.7,54
1122591,tt6167392,5.8,35
1122594,tt6167566,5.9,28
1122604,tt6167646,5.4,70
1122614,tt6167894,7.9,6301
1122615,tt6167910,6.9,11
1122623,tt6168002,6.1,1479
1122632,tt6168136,6.4,42
1122640,tt6168298,7.7,2570
1122641,tt6168314,8.0,32
1122642,tt6168316,8.9,8
1122643,tt6168322,6.6,170
1122645,tt6168348,8.5,15
1122647,tt6168418,6.1,20
1122661,tt6168848,4.1,53
1122666,tt6168914,5.8,373
1122707,tt6169612,3.1,137
1122708,tt6169622,7.2,63
1122714,tt6169694,5.7,11213
1122716,tt6169720,6.6,26
1122718,tt6169726,9.3,9
1122721,tt6169798,8.2,726
1122731,tt6169920,6.6,607
1122732,tt6169934,3.5,663
1122734,tt6169980,8.0,13
1122737,tt6170046,6.3,17
1122738,tt6170048,7.3,14
1122741,tt6170060,3.8,48
1122751,tt6170202,5.2,933
1122754,tt6170262,3.2,308
1122758,tt6170406,7.8,201
1122759,tt6170432,3.4,896
1122760,tt6170484,5.4,1836
1122763,tt6170506,3.6,3022
1122774,tt6170682,6.7,52
1122792,tt6170804,5.1,1284
1122797,tt6170820,8.4,43
1122801,tt6170868,7.0,41
1122804,tt6170878,4.0,13
1122812,tt6170954,6.2,7035
1122817,tt6171006,7.0,34
1122818,tt6171012,4.1,14
1122819,tt6171016,6.8,25
1122820,tt6171020,6.1,8
1122858,tt6171452,7.7,34
1122906,tt6171960,6.9,316
1122907,tt6171964,6.7,8
1122908,tt6171970,7.7,7
1122921,tt6172304,5.7,69
1122934,tt6172522,5.1,23
1122937,tt6172572,3.6,168
1122938,tt6172580,4.8,82
1122941,tt6172666,2.4,614
1122942,tt6172696,3.5,618
1122945,tt6172788,5.9,9
1122958,tt6173020,6.5,272
1122970,tt6173118,7.0,30
1122987,tt6173378,7.3,77
1122989,tt6173418,6.4,44
1122992,tt6173444,4.8,78
1122993,tt6173484,6.5,2324
1123003,tt6173644,6.1,710
1123007,tt6173712,3.9,515
1123010,tt6173826,5.4,2177
1123015,tt6173990,7.3,14237
1123025,tt6174142,3.9,60
1123029,tt6174150,3.9,428
1123046,tt6174226,4.4,181
1123058,tt6174392,4.9,99
1123081,tt6174890,6.7,352
1123089,tt6175078,6.9,2782
1123090,tt6175086,5.4,325
1123097,tt6175234,7.1,632
1123100,tt6175308,8.0,10
1123103,tt6175394,6.4,3133
1123104,tt6175402,8.8,109
1123105,tt6175486,3.8,2670
1123106,tt6175496,6.7,29
1123108,tt6175670,6.8,552
1123113,tt6175710,6.9,336
1123117,tt6175764,6.7,2316
1123118,tt6175802,5.6,661
1123119,tt6175820,6.9,3368
1123125,tt6176008,7.4,9
1123128,tt6176122,4.0,31
1123130,tt6176138,7.5,22
1123132,tt6176162,5.1,157
1123141,tt6176338,7.7,7
1123169,tt6176928,5.9,1374
1123173,tt6177152,4.3,155
1123181,tt6177350,6.5,21
1123186,tt6177382,8.0,26
1123188,tt6177412,7.4,10
1123189,tt6177424,6.2,67
1123190,tt6177442,8.6,45
1123191,tt6177452,3.7,113
1123192,tt6177592,5.1,195
1123199,tt6177752,6.5,229
1123201,tt6177820,6.0,9
1123203,tt6177952,6.9,11
1123206,tt6178162,7.0,24
1123211,tt6178388,6.2,111
1123221,tt6178546,7.1,71
1123224,tt6178628,6.7,530
1123269,tt6179276,5.0,149
1123280,tt6179330,4.7,35
1123299,tt6179704,7.0,35
1123301,tt6179746,5.4,5172
1123314,tt6180006,6.7,24
1123317,tt6180106,6.1,179
1123319,tt6180144,6.8,42
1123321,tt6180242,9.0,24
1123324,tt6180274,7.7,1490
1123342,tt6180656,8.1,36
1123346,tt6180770,6.0,94
1123349,tt6180842,6.3,534
1123362,tt6181262,4.3,29
1123366,tt6181464,4.7,6
1123393,tt6181962,8.8,9
1123394,tt6181964,7.2,90
1123395,tt6181974,7.5,252
1123403,tt6182054,2.8,364
1123404,tt6182078,4.9,5951
1123405,tt6182126,7.4,26
1123409,tt6182222,6.1,50
1123414,tt6182306,5.9,10
1123418,tt6182372,7.2,329
1123421,tt6182402,5.8,118
1123423,tt6182430,9.6,13
1123426,tt6182460,7.7,17
1123430,tt6182530,8.3,7
1123441,tt6182720,7.3,264
1123450,tt6182864,5.8,411
1123456,tt6182908,6.6,40653
1123458,tt6182954,6.9,1970
1123460,tt6183092,9.2,8
1123462,tt6183104,4.9,369
1123463,tt6183106,6.6,523
1123464,tt6183180,5.6,138
1123473,tt6183326,7.7,7
1123475,tt6183334,4.8,55
1123477,tt6183380,5.9,19
1123478,tt6183384,7.3,28
1123481,tt6183434,5.8,52
1123484,tt6183536,3.7,37
1123487,tt6183580,6.6,248
1123505,tt6183834,6.5,2821
1123522,tt6184120,4.3,171
1123527,tt6184194,5.0,395
1123550,tt6184766,7.4,160
1123551,tt6184774,6.6,204
1123584,tt6185026,3.4,166
1123602,tt6185266,4.3,248
1123605,tt6185286,6.8,3301
1123611,tt6185374,7.8,66
1123620,tt6185482,5.0,133
1123638,tt6185618,5.9,102
1123639,tt6185646,6.9,17
1123642,tt6185664,4.0,25
1123643,tt6185674,5.6,868
1123645,tt6185686,7.0,49
1123646,tt6185692,5.3,510
1123654,tt6185752,9.4,18
1123660,tt6185776,4.3,53
1123664,tt6185924,6.6,7
1123668,tt6185998,3.8,721
1123675,tt6186068,5.3,96
1123696,tt6186232,7.4,326
1123698,tt6186248,5.0,78
1123701,tt6186354,9.8,7
1123702,tt6186362,3.9,594
1123710,tt6186430,7.5,573
1123711,tt6186442,6.5,58
1123728,tt6186594,3.6,80
1123733,tt6186630,7.1,75
1123735,tt6186650,6.4,46
1123736,tt6186654,8.0,14
1123738,tt6186696,5.3,1131
1123743,tt6186752,7.0,9
1123744,tt6186764,8.1,8
1123754,tt6186878,5.8,7
1123755,tt6186910,7.3,5788
1123759,tt6186940,5.4,1208
1123762,tt6187134,6.4,1496
1123770,tt6187474,6.2,12
1123771,tt6187620,4.2,384
1123773,tt6187756,8.1,29
1123774,tt6187794,6.6,195
1123784,tt6188002,4.7,832
1123787,tt6188060,8.2,7
1123791,tt6188406,7.6,7
1123793,tt6188518,3.8,518
1123797,tt6188658,6.9,620
1123813,tt6189022,6.4,100666
1123820,tt6189222,6.0,11
1123831,tt6189344,7.0,1501
1123832,tt6189372,4.1,255
1123840,tt6189676,6.7,99
1123876,tt6189880,6.5,147
1123882,tt6190036,5.2,144
1123887,tt6190128,8.2,21
1123889,tt6190198,6.3,1205
1123897,tt6190346,4.8,11
1123898,tt6190348,6.5,1132
1123899,tt6190356,7.7,312
1123920,tt6190456,6.4,1569
1123937,tt6190796,8.7,137
1123942,tt6190908,8.0,15
1123955,tt6191390,3.8,1090
1123967,tt6191876,7.0,1493
1123978,tt6192466,8.0,12
1123985,tt6192604,7.7,12
1123986,tt6192618,3.1,13
1124003,tt6192716,6.4,27
1124010,tt6192840,7.0,25
1124018,tt6192878,7.7,301
1124019,tt6192896,5.7,12
1124047,tt6193302,5.6,29
1124048,tt6193334,7.2,9
1124054,tt6193408,6.8,14397
1124058,tt6193424,6.6,6179
1124067,tt6193454,6.1,3121
1124069,tt6193466,8.3,8
1124070,tt6193470,3.6,307
1124077,tt6193506,4.2,11
1124081,tt6193522,6.9,762
1124083,tt6193538,9.8,8
1124085,tt6193572,5.4,615
1124090,tt6193812,4.0,173
1124092,tt6193992,6.6,38
1124094,tt6194424,6.8,6
1124095,tt6194470,7.0,6
1124098,tt6194520,5.7,942
1124099,tt6194530,6.7,2541
1124100,tt6194538,4.8,416
1124101,tt6194540,5.8,376
1124140,tt6194704,5.5,186
1124150,tt6194846,7.6,14
1124151,tt6194850,6.6,1311
1124154,tt6194874,8.0,5
1124155,tt6194886,8.4,42
1124157,tt6194916,7.0,8
1124158,tt6194934,7.7,62
1124161,tt6194978,7.6,37
1124162,tt6194984,7.4,1307
1124165,tt6195076,7.7,8
1124166,tt6195094,6.4,34337
1124169,tt6195212,6.0,30
1124172,tt6195318,6.1,39
1124177,tt6195442,7.5,181
1124178,tt6195444,6.1,75
1124180,tt6195494,7.4,281
1124183,tt6195584,7.6,82
1124184,tt6195602,7.1,29
1124189,tt6195762,4.9,108
1124192,tt6195844,5.2,37
1124193,tt6195848,6.5,28
1124194,tt6195904,5.1,136
1124200,tt6196012,7.7,7
1124216,tt6196406,6.2,79
1124223,tt6196598,6.3,421
1124228,tt6196674,3.1,19
1124229,tt6196754,6.8,597
1124230,tt6196792,7.0,55
1124236,tt6196936,6.0,6175
1124239,tt6197022,6.3,544
1124240,tt6197028,6.9,1483
1124241,tt6197070,6.1,3520
1124244,tt6197094,5.5,1232
1124261,tt6197400,2.0,333
1124262,tt6197404,8.9,13
1124263,tt6197460,5.9,38
1124264,tt6197484,5.3,1772
1124266,tt6197494,5.0,4047
1124272,tt6197624,9.4,42
1124285,tt6197848,5.8,441
1124286,tt6197896,7.0,6
1124287,tt6197972,7.7,247
1124292,tt6198058,5.5,119
1124297,tt6198246,3.9,1188
1124305,tt6198412,5.5,96
1124307,tt6198462,7.1,128
1124323,tt6198840,7.2,27
1124324,tt6198946,5.6,19607
1124342,tt6199228,6.6,6
1124363,tt6199500,4.8,20
1124366,tt6199562,8.2,13
1124369,tt6199572,4.7,21454
1124399,tt6199818,6.0,66
1124424,tt6200274,2.0,270
1124427,tt6200604,5.9,479
1124428,tt6200656,7.3,1339
1124437,tt6200770,6.5,10
1124467,tt6201292,5.8,10925
1124468,tt6201302,4.9,221
1124485,tt6201454,7.0,8
1124503,tt6201950,6.7,24
1124504,tt6201972,7.0,7
1124518,tt6202264,7.4,13
1124525,tt6202404,7.6,32
1124535,tt6202690,5.6,92
1124542,tt6202928,7.6,6
1124563,tt6203180,7.4,11
1124566,tt6203302,5.0,1987
1124567,tt6203324,5.4,42
1124587,tt6203570,7.2,4147
1124593,tt6203612,6.5,852
1124598,tt6203694,6.0,121
1124606,tt6203844,8.6,10
1124610,tt6203902,8.4,226
1124611,tt6203944,6.2,287
1124612,tt6203954,4.2,97
1124613,tt6203964,6.8,261
1124615,tt6203998,4.0,198
1124616,tt6204018,7.0,3527
1124630,tt6204148,8.0,29
1124635,tt6204184,7.2,186
1124639,tt6204266,6.0,11
1124640,tt6204314,6.8,6
1124641,tt6204340,5.4,10733
1124643,tt6204392,1.6,10
1124649,tt6204484,3.2,12
1124654,tt6204524,7.2,73
1124665,tt6204830,4.6,227
1124667,tt6204848,4.6,61
1124670,tt6204874,5.3,642
1124673,tt6204946,6.3,7
1124688,tt6205088,6.7,15
1124695,tt6205218,8.1,20
1124701,tt6205376,5.4,7
1124703,tt6205488,8.0,9
1124706,tt6205538,4.9,68
1124713,tt6205658,5.4,77
1124718,tt6205714,7.6,10
1124719,tt6205766,3.3,131
1124722,tt6205872,6.0,20296
1124723,tt6205888,8.0,11
1124725,tt6205946,6.1,95
1124726,tt6205994,2.7,22
1124727,tt6205996,2.3,345
1124735,tt6206098,8.2,162
1124742,tt6206180,6.8,30
1124743,tt6206204,7.4,72
1124745,tt6206218,7.7,10
1124746,tt6206240,4.5,313
1124749,tt6206318,7.8,16
1124758,tt6206364,5.2,211
1124783,tt6206564,7.5,13034
1124787,tt6206640,5.4,71
1124806,tt6206758,8.0,105
1124815,tt6206820,3.9,34
1124816,tt6206834,5.7,104
1124817,tt6206880,6.6,295
1124823,tt6207040,6.4,105
1124826,tt6207096,7.5,483
1124831,tt6207118,5.5,298
1124839,tt6207386,5.9,10
1124840,tt6207394,6.7,31
1124848,tt6207596,6.5,230
1124851,tt6207634,5.7,175
1124855,tt6207700,1.1,33
1124860,tt6207878,7.2,5838
1124863,tt6207924,5.8,8
1124867,tt6207956,6.3,946
1124868,tt6207962,4.5,208
1124869,tt6208000,6.2,10
1124870,tt6208032,6.7,1352
1124875,tt6208096,5.2,23
1124876,tt6208104,6.8,2499
1124878,tt6208132,6.2,27
1124880,tt6208138,4.8,248
1124894,tt6208374,5.5,296
1124911,tt6208624,4.0,27
1124912,tt6208636,8.5,12
1124920,tt6208828,6.1,62
1124924,tt6208950,7.4,129
1124935,tt6209240,5.6,12
1124937,tt6209282,7.4,1332
1124939,tt6209344,5.5,24
1124946,tt6209470,6.1,2309
1124948,tt6209474,4.5,170
1124949,tt6209534,4.7,288
1124950,tt6209540,4.4,47
1124952,tt6209546,8.1,31
1124954,tt6209590,8.3,9
1124959,tt6209662,4.6,90
1124960,tt6209672,6.7,87
1124971,tt6209774,6.7,18
1124974,tt6209808,5.3,18
1124980,tt6209916,8.9,8
1124983,tt6209942,3.7,198
1124984,tt6209960,2.6,95
1124986,tt6209994,4.1,104
1124988,tt6210004,7.0,18
1124989,tt6210054,7.2,87
1124990,tt6210064,7.7,31
1124991,tt6210070,8.4,12
1124992,tt6210082,6.6,21
1124994,tt6210126,6.0,218
1124997,tt6210160,6.7,590
1125001,tt6210328,6.7,12
1125009,tt6210456,7.5,44
1125011,tt6210526,5.9,10
1125012,tt6210560,6.4,8
1125028,tt6210784,4.9,42
1125030,tt6210806,4.6,42
1125031,tt6210808,7.2,1073
1125034,tt6210874,5.9,117
1125035,tt6210944,2.3,7
1125037,tt6210996,5.1,9385
1125041,tt6211060,6.5,75
1125049,tt6211340,7.1,82
1125050,tt6211418,5.0,424
1125053,tt6211472,6.6,16
1125054,tt6211480,5.4,681
1125055,tt6211490,6.6,58
1125057,tt6211506,5.2,269
1125058,tt6211516,6.3,13
1125060,tt6211538,4.6,2665
1125065,tt6211580,5.1,2406
1125077,tt6211748,6.8,49
1125081,tt6211848,7.2,54
1125082,tt6211920,4.1,202
1125084,tt6211976,5.7,9510
1125090,tt6212020,3.2,220
1125097,tt6212136,5.2,783
1125106,tt6212268,7.6,15
1125112,tt6212346,5.6,2400
1125115,tt6212378,5.7,265
1125118,tt6212476,5.9,645
1125119,tt6212478,7.0,46190
1125120,tt6212486,7.2,68
1125121,tt6212496,6.2,3517
1125137,tt6212586,7.2,24
1125140,tt6212712,7.5,6
1125155,tt6212934,7.9,991
1125158,tt6212984,8.0,4260
1125160,tt6213004,6.7,58
1125162,tt6213036,6.0,2224
1125171,tt6213262,8.5,16
1125173,tt6213284,6.9,3878
1125174,tt6213294,3.9,438
1125176,tt6213362,6.7,2434
1125177,tt6213368,3.8,240
1125178,tt6213384,5.0,8
1125182,tt6213474,6.9,56
1125193,tt6213752,8.2,11
1125195,tt6213758,5.3,397
1125196,tt6213794,4.9,514
1125198,tt6213802,5.5,243
1125201,tt6213822,6.0,483
1125203,tt6213850,5.6,545
1125205,tt6213880,6.0,722
1125218,tt6213952,6.1,774
1125220,tt6213994,7.0,322
1125224,tt6214084,7.6,5271
1125230,tt6214294,4.4,150
1125233,tt6214416,2.6,113
1125234,tt6214468,5.2,4024
1125235,tt6214476,4.2,189
1125238,tt6214582,8.6,5
1125241,tt6214656,4.2,14
1125244,tt6214706,3.5,60
1125245,tt6214722,7.8,1480
1125246,tt6214734,6.5,515
1125260,tt6214856,6.1,115
1125277,tt6214928,6.2,65779
1125280,tt6214958,7.3,68
1125288,tt6215044,2.5,1922
1125290,tt6215104,7.6,32
1125312,tt6215208,5.1,1980
1125313,tt6215210,4.5,48
1125318,tt6215338,4.4,65
1125319,tt6215352,5.4,302
1125322,tt6215368,6.1,602
1125323,tt6215376,5.8,428
1125324,tt6215380,8.3,15
1125325,tt6215428,5.4,71
1125326,tt6215438,4.7,92
1125328,tt6215446,5.2,686
1125332,tt6215588,5.1,1080
1125333,tt6215590,5.2,182
1125337,tt6215660,6.7,46
1125341,tt6215712,6.4,1945
1125350,tt6215786,6.0,30
1125355,tt6215910,5.0,3308
1125358,tt6215964,4.5,128
1125390,tt6216198,6.8,31
1125399,tt6216234,9.5,24
1125407,tt6216288,6.5,12
1125416,tt6216336,5.9,17
1125421,tt6216428,6.5,15
1125422,tt6216432,5.9,15
1125462,tt6217112,5.2,538
1125464,tt6217126,8.2,13
1125474,tt6217248,7.3,26
1125479,tt6217306,6.3,54584
1125506,tt6217512,9.2,67
1125507,tt6217516,6.6,5
1125508,tt6217522,6.2,36
1125509,tt6217564,5.0,4411
1125510,tt6217608,7.4,19572
1125511,tt6217618,9.2,16
1125513,tt6217648,4.6,160
1125514,tt6217664,7.7,1085
1125515,tt6217672,6.5,520
1125517,tt6217706,5.2,699
1125518,tt6217724,5.7,861
1125519,tt6217748,5.0,451
1125521,tt6217766,4.8,247
1125522,tt6217804,3.9,4942
1125523,tt6217816,4.6,103
1125528,tt6217848,3.9,39
1125533,tt6217906,7.2,55
1125535,tt6217926,6.3,20640
1125539,tt6217958,6.1,57
1125541,tt6218010,4.7,7281
1125551,tt6218098,8.4,14
1125561,tt6218234,4.9,48
1125564,tt6218358,6.8,30497
1125566,tt6218374,5.5,341
1125572,tt6218440,5.1,439
1125575,tt6218548,5.5,120
1125583,tt6218712,2.6,62
1125588,tt6218740,3.1,105
1125589,tt6218760,6.4,681
1125590,tt6218768,5.1,80
1125591,tt6218776,4.9,4254
1125592,tt6218794,5.9,420
1125593,tt6218814,6.5,22
1125603,tt6218996,6.0,161
1125623,tt6219148,8.2,13
1125626,tt6219314,6.1,2303
1125630,tt6219484,5.7,326
